Original_BBL,2021_bbl,facility_type,environmental_concern,facility_feature,map_year,created_date,image_id,comments_string
3023840117,3023840117,Other (input),Not Reported,Other,1951,12/01/2009,34576,Flat (denotes a delivery service)
3051330008,3051330008,Commercial,Not Reported,Other,1929,01/14/2010,73354,Boiler room in basement.
3051330003,3051330003,Commercial,Not Reported,Auto Repair/Garage,1969,01/07/2010,73335,Garage
3017150030,3017150030,Residential,Not Reported,Residential/dwelling,1887,01/17/2010,30435,Two residential buildings.
4000210110,4000210110,Other (input),Garage,Auto Repair/Garage,1950,03/10/2010,44054,Private garage with lockers and office.
3011340008,3011340008,Industrial,Not Reported,Metal Works,1951,12/11/2009,29278,Welding
3018830011,3018830011,Residential,Not Reported,Residential/dwelling,1887,12/09/2009,31023,No Additional Comments
3018830011,3018830011,Commercial,Not Reported,Store,1887,12/09/2009,31023,No Additional Comments
3067340021,3067340021,Unknown,Not Reported,No Features Visible,1977,03/03/2010,74064,No Additional Comments
3073430055,3073430055,Residential,Not Reported,Residential/dwelling,1930,12/08/2009,75040,No Additional Comments
3023420015,3023420015,Office,Not Reported,Auto Repair/Garage,1951,01/07/2010,32307,For Greaney Bros Trucking
3018810006,3018810006,Residential,Not Reported,Residential/dwelling,1904,12/18/2009,31003,No Additional Comments
3018780012,3018780012,Transportation,Not Reported,Parking,1977,11/23/2009,30980,No Additional Comments
3011220016,3011220016,Residential,Not Reported,Residential/dwelling,1888,12/09/2009,28981,No Additional Comments
3011220015,3011220015,Vacant,Not Reported,Building,1982,12/09/2009,28980,No Additional Comments
3011220015,3011220015,Vacant,Not Reported,Building,1978,12/09/2009,28977,No Additional Comments
3011220015,3011220015,Commercial,Not Reported,Other,1951,12/09/2009,28975,Flat (denotes a delivery service).
3053930013,3053930013,Unknown,Storage,Warehouse,1950,12/21/2009,73607,Storage Warehouse
1009700002,1009700002,Utility,Utility,Electric Generating Facility,1922,02/02/2010,84761,The N.Y. Edison Co.
3018720032,3018720032,Commercial,Not Reported,Store,1950,12/15/2009,30915,No Additional Comments
3018720058,3018720058,Office,Not Reported,Other,1938,11/23/2009,30949,No Additional Comments
3020330050,3020330050,Residential,Not Reported,Residential/dwelling,1915,03/13/2015,31562,
1013070059,1013070059,Institutional,Not Reported,Other,1985,12/28/2009,42263,Young Women's Christian Association
3053220073,3053220073,Commercial,Not Reported,Store,1893,12/07/2009,73464,No Additional Comments
3020310043,3020310043,Other (input),Not Reported,Other,1938,02/18/2010,31516,Fur dressing.
3072120014,3072120014,Manufacturing,Not Reported,Other,1977,01/28/2010,74813,Dairy products manufacturing. A portion of the parcel has no visible features.
3020310013,3020310013,Residential,Not Reported,Residential/dwelling,1950,11/25/2009,31489,No Additional Comments
3020310013,3020310013,Residential,Not Reported,Residential/dwelling,1887,11/25/2009,31485,No Additional Comments
3071730055,3071730055,Transportation,Not Reported,Parking,1980,12/28/2009,74688,Bus parking.
1012890065,1012890065,Unknown,Not Reported,No Features Visible,1980,01/19/2010,42241,No Additional Comments
3072790134,3072790134,Transportation,Not Reported,Parking,1966,12/28/2009,75036,No Additional Comments
3072790134,3072790134,Commercial,Not Reported,Other,1950,12/28/2009,75035,"Parcel contains numerous stores, flats (denotes a delivery service), and storage areas."
3020290019,3020290019,Commercial,Works,Iron Foundry,1995,03/13/2015,31478,Iron working
3054400030,3054400030,Unknown,Not Reported,No Features Visible,1977,01/28/2010,73644,No Additional Comments
3071660015,3071660015,Unknown,Not Reported,No Features Visible,1976,01/27/2010,74666,No Additional Comments
3071660015,3071660015,Unknown,Not Reported,No Features Visible,1906,01/27/2010,74661,No Additional Comments
3053700052,3053700052,Unknown,Not Reported,No Features Visible,1979,12/15/2009,73582,No Additional Comments
3072050039,3072050039,Unknown,Not Reported,No Features Visible,1906,01/27/2010,74703,No Additional Comments
1012650040,1012650040,Other (input),Not Reported,Other,1950,12/28/2009,42149,Parcel lies in plaza / open space. Rockefeller Plaza
3072470130,3072470130,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1968,01/28/2010,74931,Shoreline.
3072470130,3072470130,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1977,01/28/2010,74932,Shoreline.
3072470130,3072470130,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1980,01/28/2010,74933,Shoreline.
3000060200,3000060200,Utility,Coal Storage,Coal Storage,1904,11/13/2009,70011,Coal storage and conveyance from rail delivery on Brooklyn Gas Light Company facility.
3086950433,3086950433,Recreation,Not Reported,Other,1966,02/10/2010,75904,Rollercoaster.
3072470068,3072470068,Other (input),Not Reported,Other,1906,01/28/2010,74998,Parcel lies in roadway (labeled as 'closed').
3070230007,3070230007,Commercial,Not Reported,Store,1930,01/18/2010,74432,Two storefronts.
1008660071,1008660071,Commercial,Not Reported,Store,1929,01/10/2010,84600,"Two storefronts, one labeled 'club.'"
3004070012,3004070012,Commercial,Not Reported,Other,1980,02/09/2010,33353,Flat (denotes a delivery service).
3069970157,3069970157,Residential,Not Reported,Residential/dwelling,1980,01/27/2010,74366,Residential building with 2 sheds and 1 detached garage.
3069960011,3069960011,Unknown,Not Reported,No Features Visible,1905,01/26/2010,74311,No Additional Comments
3004130002,3004130002,Commercial,Not Reported,Other,1888,02/03/2010,33389,Blacksmith
1008780045,1008780045,Unknown,Not Reported,Building,1890,01/06/2010,84611,No Additional Comments
3069960014,3069960014,Unknown,Not Reported,No Features Visible,1968,01/26/2010,74323,No Additional Comments
3001460014,3001460014,Commercial,Not Reported,Store,1950,01/14/2010,29935,Store in basement.
1008370074,1008370074,Commercial,Not Reported,Store,1950,12/23/2009,84496,Includes a flat (denotes a delivery service)
1008330040,1008330040,Vacant,Not Reported,Building,1968,01/12/2010,84477,No Additional Comments
1008300144,1008300144,Unknown,Not Reported,No Features Visible,1910,01/12/2010,84453,Parcel is too small to analyze accurately.
1010170006,1010170006,Residential,Not Reported,Residential/dwelling,1911,12/22/2009,41832,No Additional Comments
3070710028,3070710028,Commercial,Not Reported,Other,1930,01/27/2010,74509,"Flat (denotes a delivery service), and bathhouses."
3070710142,3070710142,Commercial,Not Reported,Store,1966,01/27/2010,74476,Multiple storefronts.
1004220065,1004220065,Commercial,Not Reported,Store,1903,12/22/2009,43566,No Additional Comments
1003090027,1003090027,Unknown,Not Reported,Building,1894,12/22/2009,43502,No Additional Comments
1011710069,1011710069,Transportation,Not Reported,Railroad Yards,1926,02/03/2010,42036,Parcel lies in railway (N.Y. Central & Hudson River Railroad).
1011710073,1011710073,Transportation,Not Reported,Railroad Yards,1926,02/03/2010,42043,Parcel lies in railway (N.Y. Central & Hudson River Railroad).
1004220067,1004220067,Unknown,Not Reported,No Features Visible,1976,12/22/2009,43578,No Additional Comments
3072250082,3072250084,Unknown,Not Reported,No Features Visible,1968,01/28/2010,74896,No Additional Comments
1005090022,1005090022,Commercial,Not Reported,Store,1968,12/23/2009,83630,No Additional Comments
1005090022,1005090022,Manufacturing,Manufacturing,Building,1980,12/23/2009,83632,No Additional Comments
3002080012,3002080012,Residential,Not Reported,Residential/dwelling,1904,11/24/2009,31598,No Additional Comments
3009080149,3009080149,Other (input),Not Reported,Other,1926,12/16/2009,34462,Alleyway
3009080149,3009080149,Unknown,Not Reported,No Features Visible,1906,12/16/2009,34461,No Additional Comments
5000010019,5000010019,Unknown,Not Reported,No Features Visible,1977,01/26/2010,104127,No Additional Comments
3010310062,3010310062,Commercial,Not Reported,Other,1969,02/08/2010,28832,Cable storage
1002790070,1002790070,Other (input),Not Reported,Other,1923,12/22/2009,43412,alley way
3069440451,3069440451,Other (input),Not Reported,Other,1906,01/26/2010,74136,Wooden pier.
1006860029,1006860029,Other (input),Not Reported,Other,1895,02/23/2010,83997,Wagon yard
1007320001,1007320001,Commercial,Not Reported,Store,1911,01/08/2010,84209,"Multiple storefronts, one drugstore."
3004890001,3004890001,Commercial,Storage,Warehouse,1921,03/10/2015,28764,
3004840019,3004840019,Vacant,Not Reported,Building,1938,02/04/2010,33539,A portion of the parcel lies on a vacant building.
3004840021,3004840021,Commercial,Not Reported,Store,1980,02/04/2010,33549,Two storefronts.
3002450002,3002450002,Unknown,Not Reported,Other,1886,11/19/2009,32457,No features visible
1005150014,1005150014,Unknown,Not Reported,No Features Visible,1980,01/06/2010,83639,No Additional Comments
3004880001,3004880001,Unknown,Not Reported,No Features Visible,1904,03/10/2015,33549,
1004870029,1004870029,Unknown,Not Reported,No Features Visible,1950,12/22/2009,83581,No Additional Comments
3004920001,3004920001,Manufacturing,Manufacturing,Storage,2007,03/10/2015,34070,
1004870029,1004870029,Commercial,Not Reported,Store,1922,12/22/2009,83580,Includes a junk store and a flat (denotes a delivery service)
1006650211,1006650211,Transportation,Not Reported,Railroad Yards,1930,02/10/2010,83951,"Parcel lies on railroad tracks, freight shed and store shed for Penn Railroad Co."
3003470062,3003470062,Unknown,Not Reported,No Features Visible,1980,02/01/2010,33227,No Additional Comments
1000760024,1000760024,Unknown,Not Reported,Building,1894,04/13/2010,84276,Unmarked building with two boilers.
1006950065,1006950065,Other (input),Garage,Gasoline Tank,1930,02/23/2010,84021,Private garage with associated 550 gallon buried gasoline tank and a boiler.
3007080037,3007080037,Commercial,Not Reported,Store,1906,12/16/2009,34160,No Additional Comments
3057280024,3057280024,Unknown,Coal Storage,Coal Storage,1970,01/28/2010,73818,One coal house and one detached garage.  A portion of the parcel has no features visible.
1000290019,1000290019,Commercial,Not Reported,Store,1923,12/22/2009,43490,"Burlap bags, stores include flats (denotes a delivery service)"
5070880082,5070880082,Unknown,Not Reported,No Features Visible,1937,01/06/2010,53096,No Additional Comments
3007450061,3007450061,Commercial,Not Reported,Other,1979,12/08/2009,34200,Flat (denotes a delivery service).
3005640040,3005640040,Residential,Not Reported,Residential/dwelling,1886,02/04/2010,33690,No Additional Comments
1000170045,1000170045,Unknown,Not Reported,Building,1894,02/10/2010,42847,Multiple buildings
3005970028,3005970028,Residential,Not Reported,Residential/dwelling,1886,02/04/2010,33774,No Additional Comments
3006030023,3006030023,Unknown,Not Reported,No Features Visible,1980,02/05/2010,33927,No Additional Comments
3006030011,3006030011,Commercial,Not Reported,Other,1904,02/04/2010,33901,Cobbler
3006100029,3006100029,Residential,Not Reported,Residential/dwelling,1915,02/05/2010,34000,Residential building with associated stable.
3006100037,3006100037,Unknown,Not Reported,No Features Visible,1904,02/05/2010,34013,No Additional Comments
5028410220,5028410220,Transportation,Not Reported,Railroad Yards,1917,01/19/2010,52441,Parcel lies in railway.
5028410220,5028410220,Transportation,Not Reported,Railroad Yards,1898,01/19/2010,52440,Parcel lies in railway.
5028410044,5028410044,Unknown,Not Reported,No Features Visible,1950,01/12/2010,52477,No Additional Comments
5070880082,5070880082,Unknown,Not Reported,No Features Visible,1981,01/06/2010,53100,No Additional Comments
5028410042,5028410042,Residential,Not Reported,Residential/dwelling,1937,01/20/2010,52469,Two residential buildings.
5028410158,5028410158,Residential,Not Reported,Residential/dwelling,1937,01/05/2010,52434,No Additional Comments
5028410003,5028410003,Unknown,Not Reported,No Features Visible,1962,01/05/2010,52464,No Additional Comments
5004940042,5004940042,Other (input),Not Reported,Stable,1898,02/03/2010,104605,Portion of parcel has no features visible.
5004930009,5004930009,Commercial,Not Reported,Store,1898,02/03/2010,104598,No Additional Comments
5004930009,5004930009,Commercial,Not Reported,Store,1917,02/03/2010,104599,No Additional Comments
5000010019,5000010019,Residential,Not Reported,Residential/dwelling,1898,01/26/2010,104122,Parcel lies in yard of residential building. Portion of parcel has no features visible.
5000010019,5000010019,Unknown,Not Reported,No Features Visible,1885,01/26/2010,104121,No Additional Comments
5000160146,5000160146,Commercial,Not Reported,Store,1937,01/04/2010,93418,Multiple storefronts
5000160015,5000160015,Residential,Not Reported,Residential/dwelling,1885,01/04/2010,93422,Dwellings and stables
5005650020,5005650020,Unknown,Not Reported,No Features Visible,1885,01/20/2010,104723,No Additional Comments
5000670017,5000670017,Unknown,Not Reported,No Features Visible,1950,02/02/2010,104845,No Additional Comments
5075610019,5075610019,Other (input),Not Reported,Other,1910,01/21/2010,54720,Parcel lies in roadway
5039600311,5039600311,Unknown,Not Reported,No Features Visible,1962,01/05/2010,52675,No Additional Comments
5001860040,5001860040,Other (input),Not Reported,Stable,1898,01/12/2010,94351,No Additional Comments
5001850235,5001850235,Unknown,Not Reported,No Features Visible,1937,02/02/2010,94235,No Additional Comments
5001850391,5001850391,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1898,02/02/2010,94253,Parcel lies in waterway (Kill Von kull Straight).
5010680125,5010680125,Unknown,Not Reported,No Features Visible,1885,02/03/2010,51045,No Additional Comments
5010770070,5010770070,Residential,Not Reported,Residential/dwelling,1898,01/05/2010,51095,No Additional Comments
5011550097,5011550097,Unknown,Not Reported,No Features Visible,1898,01/05/2010,51318,No Additional Comments
5052990003,5052990003,Residential,Not Reported,Residential/dwelling,1950,01/05/2010,52899,No Additional Comments
5052120035,5052120035,Unknown,Not Reported,No Features Visible,1917,01/05/2010,52820,No Additional Comments
5052120035,5052120035,Unknown,Not Reported,No Features Visible,1937,01/05/2010,52821,No Additional Comments
5052120035,5052120035,Unknown,Not Reported,No Features Visible,1962,01/05/2010,52823,No Additional Comments
5012050100,5012050100,Other (input),Not Reported,Other,1962,01/05/2010,51384,Wooden Pier
